#thickness,repetition,unprocessed,length,width,saw blade thickness,edge cutting,number of sub-panels,panel utilization,number of layers,material
#cutting line number,line type (0: length cut vertical - 1: cross cut horizontal - 2: edge cutting in length vertical - 3: edge cutting in width horizontal),relative distance,repeated lines
#sub-panel number,next phase sub-panels quantity,panel combination type,length,usable length,number of cutting lines,edge cutting in length,main panel number,X coordinate,Y coordinate,width,usable width,edge cutting in width,code
70,0,0,738,738,0,0,67,5,5,80,80,0,L738_W80_50
#cutting line number,line type (0: length cut vertical - 1: cross cut horizontal - 2: edge cutting in length vertical - 3: edge cutting in width horizontal),relative distance,repeated lines
#layer data(label item shall conform to template label)
#layer number,number of panels,label item
0,1,33
#code (key word - unique in the cutting pattern),BarCode,Material,CutLen,CutWid,Thickness,Length,Width,SideLen1,SideLen2,SideWid1,SideWid2,
L500_W580_3,,Cabinet Body,580,500,16,580,500,,,E2,,
L468_W580_4,,Cabinet Body,580,468,16,580,468,,,E2,,
L938_W80_6,,Cabinet Body,80,938,16,80,938,,,E2,,
L820_W330_8,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L820_W330_9,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L450_W868_12,,Cabinet Body,450,868,16,450,868,,,E2,,
L80_W868_13,,Cabinet Body,80,868,16,80,868,,,E2,,
L500_W180_15,,Cabinet Body,180,500,16,180,500,,,E2,Groove,
L80_W1028_17,,Cabinet Body,80,1028,16,80,1028,,,MC,,
L80_W968_19,,Cabinet Body,80,968,16,80,968,,,MC,,
L80_W488_21,,Cabinet Body,80,488,16,80,488,,,,,
L80_W488_22,,Cabinet Body,80,488,16,80,488,,,E2,,
L310_W1063_23,,Cabinet Body,310,1063,16,310,1063,,,E2,,
L310_W1063_24,,Cabinet Body,310,1063,16,310,1063,,,E2,,
L310_W1063_25,,Cabinet Body,310,1063,16,310,1063,,,E2,,
L80_W1063_26,,Cabinet Body,80,1063,16,80,1063,,,MC,,
L330_W820_29,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_30,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_31,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_32,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L868_W80_34,,Cabinet Body,80,868,16,80,868,,,E2,,
L488_W80_35,,Cabinet Body,80,488,16,80,488,,,E2,,
L868_W80_37,,Cabinet Body,80,868,16,80,868,,,,,
L488_W80_38,,Cabinet Body,80,488,16,80,488,,,,,
L450_W1000_39,,Cabinet Body,450,1000,16,450,1000,,,E2,,
L90_W809_42,,Cabinet Body,90,809,16,90,809,,,E2,Groove,
L330_W820_43,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_44,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_45,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_46,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L330_W820_47,,Cabinet Body,330,820,16,330,820,E2,,E2,Groove,
L963_W80_49,,Cabinet Body,80,963,16,80,963,,,MC,,
L738_W80_50,,Cabinet Body,80,738,16,80,738,,,MC,,
